"QuestionID","QuestionText","IntendedDomain","ComparedDomain","DomainDefinition","SimilarityScore","Theta","ComparedDomainLabel"
15,"How much has your tinnitus interfered with your ability to follow conversations in a group or at meetings?","Auditory","Sleep","Assesses the extent to which tinnitus interferes with sleep.",0.807336415954029,36.1634975641825,"Sleep - Assesses the extent to which tinnitus interferes with sleep."
16,"How much has your tinnitus interfered with your quiet resting activities?","Relaxation","Auditory","Evaluates problems hearing clearly due to tinnitus.",0.699024764873765,45.651186976542,"Auditory - Evaluates problems hearing clearly due to tinnitus."
16,"How much has your tinnitus interfered with your quiet resting activities?","Relaxation","Cognitive","Captures difficulties in concentration and cognitive tasks due to tinnitus.",0.753084900372683,41.1416872137847,"Cognitive - Captures difficulties in concentration and cognitive tasks due to tinnitus."
16,"How much has your tinnitus interfered with your quiet resting activities?","Relaxation","Emotional","Evaluates the emotional distress caused by tinnitus (e.g., anxiety, frustration, depression).",0.678392803508456,47.2818216570954,"Emotional - Evaluates the emotional distress caused by tinnitus (e.g., anxiety, frustration, depression)."
16,"How much has your tinnitus interfered with your quiet resting activities?","Relaxation","Intrusive","Measures how much the tinnitus intrudes on consciousness and daily life.",0.850050447661284,31.7828432282171,"Intrusive - Measures how much the tinnitus intrudes on consciousness and daily life."
16,"How much has your tinnitus interfered with your quiet resting activities?","Relaxation","Quality of Life","Measures the effect of tinnitus on overall enjoyment and engagement in life activities.",0.766947052149467,39.9194772126255,"Quality of Life - Measures the effect of tinnitus on overall enjoyment and engagement in life activities."
16,"How much has your tinnitus interfered with your quiet resting activities?","Relaxation","Relaxation","Examines the impact of tinnitus on relaxation and quiet activities.",0.782825623119385,38.4799801706795,"Relaxation - Examines the impact of tinnitus on relaxation and quiet activities."
16,"How much has your tinnitus interfered with your quiet resting activities?","Relaxation","Sense of Control","Determines how much control the patient feels they have over their tinnitus.",0.761270519801911,40.4236675109648,"Sense of Control - Determines how much control the patient feels they have over their tinnitus."
16,"How much has your tinnitus interfered with your quiet resting activities?","Relaxation","Sleep","Assesses the extent to which tinnitus interferes with sleep.",0.792494512259843,37.5807575564389,"Sleep - Assesses the extent to which tinnitus interferes with sleep."
17,"How much has your tinnitus interfered with your ability to relax?","Relaxation","Auditory","Evaluates problems hearing clearly due to tinnitus.",0.703227416736364,45.3134829450276,"Auditory - Evaluates problems hearing clearly due to tinnitus."
17,"How much has your tinnitus interfered with your ability to relax?","Relaxation","Cognitive","Captures difficulties in concentration and cognitive tasks due to tinnitus.",0.765125076726433,40.081879323,"Cognitive - Captures difficulties in concentration and cognitive tasks due to tinnitus."
17,"How much has your tinnitus interfered with your ability to relax?","Relaxation","Emotional","Evaluates the emotional distress caused by tinnitus (e.g., anxiety, frustration, depression).",0.68298532205929,46.9226305955685,"Emotional - Evaluates the emotional distress caused by tinnitus (e.g., anxiety, frustration, depression)."
17,"How much has your tinnitus interfered with your ability to relax?","Relaxation","Intrusive","Measures how much the tinnitus intrudes on consciousness and daily life.",0.833072378272516,33.5843486494778,"Intrusive - Measures how much the tinnitus intrudes on consciousness and daily life."
17,"How much has your tinnitus interfered with your ability to relax?","Relaxation","Quality of Life","Measures the effect of tinnitus on overall enjoyment and engagement in life activities.",0.772022567448814,39.4641373211741,"Quality of Life - Measures the effect of tinnitus on overall enjoyment and engagement in life activities."
17,"How much has your tinnitus interfered with your ability to relax?","Relaxation","Relaxation","Examines the impact of tinnitus on relaxation and quiet activities.",0.782450032869686,38.5145512897631,"Relaxation - Examines the impact of tinnitus on relaxation and quiet activities."
17,"How much has your tinnitus interfered with your ability to relax?","Relaxation","Sense of Control","Determines how much control the patient feels they have over their tinnitus.",0.788726285913396,37.9333602465501,"Sense of Control - Determines how much control the patient feels they have over their tinnitus."
17,"How much has your tinnitus interfered with your ability to relax?","Relaxation","Sleep","Assesses the extent to which tinnitus interferes with sleep.",0.80324628474764,36.5587724548821,"Sleep - Assesses the extent to which tinnitus interferes with sleep."
18,"How much has your tinnitus interfered with your ability to enjoy peace and quiet?","Relaxation","Auditory","Evaluates problems hearing clearly due to tinnitus.",0.691854942865845,46.2228763776815,"Auditory - Evaluates problems hearing clearly due to tinnitus."
18,"How much has your tinnitus interfered with your ability to enjoy peace and quiet?","Relaxation","Cognitive","Captures difficulties in concentration and cognitive tasks due to tinnitus.",0.759462756990844,40.5831414024968,"Cognitive - Captures difficulties in concentration and cognitive tasks due to tinnitus."
18,"How much has your tinnitus interfered with your ability to enjoy peace and quiet?","Relaxation","Emotional","Evaluates the emotional distress caused by tinnitus (e.g., anxiety, frustration, depression).",0.691823393547367,46.2253798590189,"Emotional - Evaluates the emotional distress caused by tinnitus (e.g., anxiety, frustration, depression)."
18,"How much has your tinnitus interfered with your ability to enjoy peace and quiet?","Relaxation","Intrusive","Measures how much the tinnitus intrudes on consciousness and daily life.",0.85710293054982,31.0071601591192,"Intrusive - Measures how much the tinnitus intrudes on consciousness and daily life."
18,"How much has your tinnitus interfered with your ability to enjoy peace and quiet?","Relaxation","Quality of Life","Measures the effect of tinnitus on overall enjoyment and engagement in life activities.",0.78043451768657,38.6996233357235,"Quality of Life - Measures the effect of tinnitus on overall enjoyment and engagement in life activities."
18,"How much has your tinnitus interfered with your ability to enjoy peace and quiet?","Relaxation","Relaxation","Examines the impact of tinnitus on relaxation and quiet activities.",0.792612958555972,37.5696285800759,"Relaxation - Examines the impact of tinnitus on relaxation and quiet activities."
18,"How much has your tinnitus interfered with your ability to enjoy peace and quiet?","Relaxation","Sense of Control","Determines how much control the patient feels they have over their tinnitus.",0.762187353625344,40.3425885358509,"Sense of Control - Determines how much control the patient feels they have over their tinnitus."
18,"How much has your tinnitus interfered with your ability to enjoy peace and quiet?","Relaxation","Sleep","Assesses the extent to which tinnitus interferes with sleep.",0.784780657182775,38.2996037168111,"Sleep - Assesses the extent to which tinnitus interferes with sleep."
19,"How much has your tinnitus interfered with your enjoyment of social activities?","Quality of Life","Auditory","Evaluates problems hearing clearly due to tinnitus.",0.695464175609196,45.9357824451431,"Auditory - Evaluates problems hearing clearly due to tinnitus."
19,"How much has your tinnitus interfered with your enjoyment of social activities?","Quality of Life","Cognitive","Captures difficulties in concentration and cognitive tasks due to tinnitus.",0.756756261919253,40.8209344152562,"Cognitive - Captures difficulties in concentration and cognitive tasks due to tinnitus."
19,"How much has your tinnitus interfered with your enjoyment of social activities?","Quality of Life","Emotional","Evaluates the emotional distress caused by tinnitus (e.g., anxiety, frustration, depression).",0.68575920283481,46.7046565646432,"Emotional - Evaluates the emotional distress caused by tinnitus (e.g., anxiety, frustration, depression)."
19,"How much has your tinnitus interfered with your enjoyment of social activities?","Quality of Life","Intrusive","Measures how much the tinnitus intrudes on consciousness and daily life.",0.849409707509729,31.8524761465128,"Intrusive - Measures how much the tinnitus intrudes on consciousness and daily life."
19,"How much has your tinnitus interfered with your enjoyment of social activities?","Quality of Life","Quality of Life","Measures the effect of tinnitus on overall enjoyment and engagement in life activities.",0.785968907394334,38.1896206440895,"Quality of Life - Measures the effect of tinnitus on overall enjoyment and engagement in life activities."
19,"How much has your tinnitus interfered with your enjoyment of social activities?","Quality of Life","Relaxation","Examines the impact of tinnitus on relaxation and quiet activities.",0.769843811275796,39.6601346860079,"Relaxation - Examines the impact of tinnitus on relaxation and quiet activities."
19,"How much has your tinnitus interfered with your enjoyment of social activities?","Quality of Life","Sense of Control","Determines how much control the patient feels they have over their tinnitus.",0.759648394399173,40.5667890858989,"Sense of Control - Determines how much control the patient feels they have over their tinnitus."
19,"How much has your tinnitus interfered with your enjoyment of social activities?","Quality of Life","Sleep","Assesses the extent to which tinnitus interferes with sleep.",0.781794128327511,38.574861112275,"Sleep - Assesses the extent to which tinnitus interferes with sleep."
20,"How much has your tinnitus interfered with your enjoyment of life?","Quality of Life","Auditory","Evaluates problems hearing clearly due to tinnitus.",0.667310582746842,48.1401679022325,"Auditory - Evaluates problems hearing clearly due to tinnitus."
20,"How much has your tinnitus interfered with your enjoyment of life?","Quality of Life","Cognitive","Captures difficulties in concentration and cognitive tasks due to tinnitus.",0.722084436676493,43.773155376611,"Cognitive - Captures difficulties in concentration and cognitive tasks due to tinnitus."
20,"How much has your tinnitus interfered with your enjoyment of life?","Quality of Life","Emotional","Evaluates the emotional distress caused by tinnitus (e.g., anxiety, frustration, depression).",0.651611301555099,49.3368024473309,"Emotional - Evaluates the emotional distress caused by tinnitus (e.g., anxiety, frustration, depression)."
20,"How much has your tinnitus interfered with your enjoyment of life?","Quality of Life","Intrusive","Measures how much the tinnitus intrudes on consciousness and daily life.",0.854248107127668,31.3232320897664,"Intrusive - Measures how much the tinnitus intrudes on consciousness and daily life."
20,"How much has your tinnitus interfered with your enjoyment of life?","Quality of Life","Quality of Life","Measures the effect of tinnitus on overall enjoyment and engagement in life activities.",0.75761171950368,40.7458976693042,"Quality of Life - Measures the effect of tinnitus on overall enjoyment and engagement in life activities."
20,"How much has your tinnitus interfered with your enjoyment of life?","Quality of Life","Relaxation","Examines the impact of tinnitus on relaxation and quiet activities.",0.74383125762022,41.9411892065148,"Relaxation - Examines the impact of tinnitus on relaxation and quiet activities."
20,"How much has your tinnitus interfered with your enjoyment of life?","Quality of Life","Sense of Control","Determines how much control the patient feels they have over their tinnitus.",0.751778516055783,41.2553258149133,"Sense of Control - Determines how much control the patient feels they have over their tinnitus."
20,"How much has your tinnitus interfered with your enjoyment of life?","Quality of Life","Sleep","Assesses the extent to which tinnitus interferes with sleep.",0.761363584896257,40.4154435698865,"Sleep - Assesses the extent to which tinnitus interferes with sleep."
21,"How much has your tinnitus interfered with your relationships with family, friends, and other people?","Quality of Life","Auditory","Evaluates problems hearing clearly due to tinnitus.",0.67148958064273,47.8178642950851,"Auditory - Evaluates problems hearing clearly due to tinnitus."
21,"How much has your tinnitus interfered with your relationships with family, friends, and other people?","Quality of Life","Cognitive","Captures difficulties in concentration and cognitive tasks due to tinnitus.",0.747437409117074,41.6311167159125,"Cognitive - Captures difficulties in concentration and cognitive tasks due to tinnitus."
21,"How much has your tinnitus interfered with your relationships with family, friends, and other people?","Quality of Life","Emotional","Evaluates the emotional distress caused by tinnitus (e.g., anxiety, frustration, depression).",0.718772022338144,44.0468108248665,"Emotional - Evaluates the emotional distress caused by tinnitus (e.g., anxiety, frustration, depression)."
21,"How much has your tinnitus interfered with your relationships with family, friends, and other people?","Quality of Life","Intrusive","Measures how much the tinnitus intrudes on consciousness and daily life.",0.84311820996372,32.5291253111847,"Intrusive - Measures how much the tinnitus intrudes on consciousness and daily life."
21,"How much has your tinnitus interfered with your relationships with family, friends, and other people?","Quality of Life","Quality of Life","Measures the effect of tinnitus on overall enjoyment and engagement in life activities.",0.769803090995912,39.6637901110049,"Quality of Life - Measures the effect of tinnitus on overall enjoyment and engagement in life activities."
21,"How much has your tinnitus interfered with your relationships with family, friends, and other people?","Quality of Life","Relaxation","Examines the impact of tinnitus on relaxation and quiet activities.",0.751751092746102,41.2577085344389,"Relaxation - Examines the impact of tinnitus on relaxation and quiet activities."
21,"How much has your tinnitus interfered with your relationships with family, friends, and other people?","Quality of Life","Sense of Control","Determines how much control the patient feels they have over their tinnitus.",0.775881714714815,39.1149596053957,"Sense of Control - Determines how much control the patient feels they have over their tinnitus."
21,"How much has your tinnitus interfered with your relationships with family, friends, and other people?","Quality of Life","Sleep","Assesses the extent to which tinnitus interferes with sleep.",0.757813173121993,40.7282105035097,"Sleep - Assesses the extent to which tinnitus interferes with sleep."
22,"How often did your tinnitus cause you difficulty performing your work or other tasks, such as home maintenance, schoolwork, or caring for children or others?","Quality of Life","Auditory","Evaluates problems hearing clearly due to tinnitus.",0.709069419525651,44.8407489006363,"Auditory - Evaluates problems hearing clearly due to tinnitus."
22,"How often did your tinnitus cause you difficulty performing your work or other tasks, such as home maintenance, schoolwork, or caring for children or others?","Quality of Life","Cognitive","Captures difficulties in concentration and cognitive tasks due to tinnitus.",0.779795456623722,38.758148582522,"Cognitive - Captures difficulties in concentration and cognitive tasks due to tinnitus."
22,"How often did your tinnitus cause you difficulty performing your work or other tasks, such as home maintenance, schoolwork, or caring for children or others?","Quality of Life","Emotional","Evaluates the emotional distress caused by tinnitus (e.g., anxiety, frustration, depression).",0.759838069123857,40.5500755000915,"Emotional - Evaluates the emotional distress caused by tinnitus (e.g., anxiety, frustration, depression)."
22,"How often did your tinnitus cause you difficulty performing your work or other tasks, such as home maintenance, schoolwork, or caring for children or others?","Quality of Life","Intrusive","Measures how much the tinnitus intrudes on consciousness and daily life.",0.768389053287185,39.7905531748352,"Intrusive - Measures how much the tinnitus intrudes on consciousness and daily life."
22,"How often did your tinnitus cause you difficulty performing your work or other tasks, such as home maintenance, schoolwork, or caring for children or others?","Quality of Life","Quality of Life","Measures the effect of tinnitus on overall enjoyment and engagement in life activities.",0.754807737412875,40.9914268738614,"Quality of Life - Measures the effect of tinnitus on overall enjoyment and engagement in life activities."
22,"How often did your tinnitus cause you difficulty performing your work or other tasks, such as home maintenance, schoolwork, or caring for children or others?","Quality of Life","Relaxation","Examines the impact of tinnitus on relaxation and quiet activities.",0.720025148761069,43.9434431951429,"Relaxation - Examines the impact of tinnitus on relaxation and quiet activities."
22,"How often did your tinnitus cause you difficulty performing your work or other tasks, such as home maintenance, schoolwork, or caring for children or others?","Quality of Life","Sense of Control","Determines how much control the patient feels they have over their tinnitus.",0.753475056890743,41.1076985808658,"Sense of Control - Determines how much control the patient feels they have over their tinnitus."
22,"How often did your tinnitus cause you difficulty performing your work or other tasks, such as home maintenance, schoolwork, or caring for children or others?","Quality of Life","Sleep","Assesses the extent to which tinnitus interferes with sleep.",0.751424006461508,41.2861192638365,"Sleep - Assesses the extent to which tinnitus interferes with sleep."
23,"How anxious or worried has your tinnitus made you feel?","Emotional","Auditory","Evaluates problems hearing clearly due to tinnitus.",0.694457500287168,46.0159972545254,"Auditory - Evaluates problems hearing clearly due to tinnitus."
23,"How anxious or worried has your tinnitus made you feel?","Emotional","Cognitive","Captures difficulties in concentration and cognitive tasks due to tinnitus.",0.751662115702066,41.2654386740917,"Cognitive - Captures difficulties in concentration and cognitive tasks due to tinnitus."
23,"How anxious or worried has your tinnitus made you feel?","Emotional","Emotional","Evaluates the emotional distress caused by tinnitus (e.g., anxiety, frustration, depression).",0.733201322143318,42.8445521049498,"Emotional - Evaluates the emotional distress caused by tinnitus (e.g., anxiety, frustration, depression)."
23,"How anxious or worried has your tinnitus made you feel?","Emotional","Intrusive","Measures how much the tinnitus intrudes on consciousness and daily life.",0.807179783162039,36.1787032905821,"Intrusive - Measures how much the tinnitus intrudes on consciousness and daily life."
23,"How anxious or worried has your tinnitus made you feel?","Emotional","Quality of Life","Measures the effect of tinnitus on overall enjoyment and engagement in life activities.",0.730585951023059,43.0644610910139,"Quality of Life - Measures the effect of tinnitus on overall enjoyment and engagement in life activities."
23,"How anxious or worried has your tinnitus made you feel?","Emotional","Relaxation","Examines the impact of tinnitus on relaxation and quiet activities.",0.727780782762032,43.2993295491594,"Relaxation - Examines the impact of tinnitus on relaxation and quiet activities."
23,"How anxious or worried has your tinnitus made you feel?","Emotional","Sense of Control","Determines how much control the patient feels they have over their tinnitus.",0.781362247225252,38.6145287589773,"Sense of Control - Determines how much control the patient feels they have over their tinnitus."
23,"How anxious or worried has your tinnitus made you feel?","Emotional","Sleep","Assesses the extent to which tinnitus interferes with sleep.",0.756739366187883,40.8224152839146,"Sleep - Assesses the extent to which tinnitus interferes with sleep."
24,"How bothered or upset have you been because of your tinnitus?","Emotional","Auditory","Evaluates problems hearing clearly due to tinnitus.",0.669010978820967,48.00922250438,"Auditory - Evaluates problems hearing clearly due to tinnitus."
24,"How bothered or upset have you been because of your tinnitus?","Emotional","Cognitive","Captures difficulties in concentration and cognitive tasks due to tinnitus.",0.720841356171637,43.8760118844728,"Cognitive - Captures difficulties in concentration and cognitive tasks due to tinnitus."
24,"How bothered or upset have you been because of your tinnitus?","Emotional","Emotional","Evaluates the emotional distress caused by tinnitus (e.g., anxiety, frustration, depression).",0.702617188493921,45.3626396254695,"Emotional - Evaluates the emotional distress caused by tinnitus (e.g., anxiety, frustration, depression)."
24,"How bothered or upset have you been because of your tinnitus?","Emotional","Intrusive","Measures how much the tinnitus intrudes on consciousness and daily life.",0.775991049057786,39.1050289054386,"Intrusive - Measures how much the tinnitus intrudes on consciousness and daily life."
24,"How bothered or upset have you been because of your tinnitus?","Emotional","Quality of Life","Measures the effect of tinnitus on overall enjoyment and engagement in life activities.",0.710013217018397,44.7640092882906,"Quality of Life - Measures the effect of tinnitus on overall enjoyment and engagement in life activities."
24,"How bothered or upset have you been because of your tinnitus?","Emotional","Relaxation","Examines the impact of tinnitus on relaxation and quiet activities.",0.706659263485047,45.0362502088868,"Relaxation - Examines the impact of tinnitus on relaxation and quiet activities."
24,"How bothered or upset have you been because of your tinnitus?","Emotional","Sense of Control","Determines how much control the patient feels they have over their tinnitus.",0.748320173648548,41.5549250770791,"Sense of Control - Determines how much control the patient feels they have over their tinnitus."
24,"How bothered or upset have you been because of your tinnitus?","Emotional","Sleep","Assesses the extent to which tinnitus interferes with sleep.",0.719108006197175,44.0191151983773,"Sleep - Assesses the extent to which tinnitus interferes with sleep."
25,"How depressed were you because of your tinnitus?","Emotional","Auditory","Evaluates problems hearing clearly due to tinnitus.",0.697726954511075,45.7550794645287,"Auditory - Evaluates problems hearing clearly due to tinnitus."
25,"How depressed were you because of your tinnitus?","Emotional","Cognitive","Captures difficulties in concentration and cognitive tasks due to tinnitus.",0.742327276261377,42.069957034569,"Cognitive - Captures difficulties in concentration and cognitive tasks due to tinnitus."
25,"How depressed were you because of your tinnitus?","Emotional","Emotional","Evaluates the emotional distress caused by tinnitus (e.g., anxiety, frustration, depression).",0.71439778542117,44.4061327891472,"Emotional - Evaluates the emotional distress caused by tinnitus (e.g., anxiety, frustration, depression)."
25,"How depressed were you because of your tinnitus?","Emotional","Intrusive","Measures how much the tinnitus intrudes on consciousness and daily life.",0.769448457950507,39.6956133369428,"Intrusive - Measures how much the tinnitus intrudes on consciousness and daily life."
25,"How depressed were you because of your tinnitus?","Emotional","Quality of Life","Measures the effect of tinnitus on overall enjoyment and engagement in life activities.",0.727312450219196,43.3384420887089,"Quality of Life - Measures the effect of tinnitus on overall enjoyment and engagement in life activities."
25,"How depressed were you because of your tinnitus?","Emotional","Relaxation","Examines the impact of tinnitus on relaxation and quiet activities.",0.720166835269884,43.9317436161411,"Relaxation - Examines the impact of tinnitus on relaxation and quiet activities."
25,"How depressed were you because of your tinnitus?","Emotional","Sense of Control","Determines how much control the patient feels they have over their tinnitus.",0.743462699656476,41.9727741393085,"Sense of Control - Determines how much control the patient feels they have over their tinnitus."
25,"How depressed were you because of your tinnitus?","Emotional","Sleep","Assesses the extent to which tinnitus interferes with sleep.",0.727030425811786,43.3619815597957,"Sleep - Assesses the extent to which tinnitus interferes with sleep."
