"Question1","Domain1","Question2","Domain2","Similarity","SameDomain","Theta","QuestionID1","QuestionID2"
"How much did your tinnitus interfere with your ability to think clearly?","Cognitive","(12) How much of the time did your tinnitus keep you from sleeping as deeply or as peacefully as you would have liked?","Sleep",0.865966953061327,"Cross-Domain",30.0066972815412,8,12
"How much did your tinnitus interfere with your ability to think clearly?","Cognitive","(13) How much has your tinnitus interfered with your ability to hear clearly?","Auditory",0.94555822010503,"Cross-Domain",18.9930218462028,8,13
"How much did your tinnitus interfere with your ability to think clearly?","Cognitive","(14) How much has your tinnitus interfered with your ability to understand people who are talking?","Auditory",0.928673525307103,"Cross-Domain",21.7710229844044,8,14
"How much did your tinnitus interfere with your ability to think clearly?","Cognitive","(15) How much has your tinnitus interfered with your ability to follow conversations in a group or at meetings?","Auditory",0.913023382374595,"Cross-Domain",24.0734375021176,8,15
"How much did your tinnitus interfere with your ability to think clearly?","Cognitive","(16) How much has your tinnitus interfered with your quiet resting activities?","Relaxation",0.89123182569089,"Cross-Domain",26.971552007431,8,16
"How much did your tinnitus interfere with your ability to think clearly?","Cognitive","(17) How much has your tinnitus interfered with your ability to relax?","Relaxation",0.934345856696418,"Cross-Domain",20.8772807448262,8,17
"How much did your tinnitus interfere with your ability to think clearly?","Cognitive","(18) How much has your tinnitus interfered with your ability to enjoy peace and quiet?","Relaxation",0.911885565597617,"Cross-Domain",24.2327627716538,8,18
"How much did your tinnitus interfere with your ability to think clearly?","Cognitive","(19) How much has your tinnitus interfered with your enjoyment of social activities?","Quality of Life",0.903279183951836,"Cross-Domain",25.407493816398,8,19
"How much did your tinnitus interfere with your ability to think clearly?","Cognitive","(20) How much has your tinnitus interfered with your enjoyment of life?","Quality of Life",0.896497774490265,"Cross-Domain",26.2985329980973,8,20
"How much did your tinnitus interfere with your ability to think clearly?","Cognitive","(21) How much has your tinnitus interfered with your relationships with family, friends, and other people?","Quality of Life",0.879276426044905,"Cross-Domain",28.4447980538871,8,21
"How much did your tinnitus interfere with your ability to think clearly?","Cognitive","(22) How often did your tinnitus cause you difficulty performing your work or other tasks, such as home maintenance, schoolwork, or caring for children or others?","Quality of Life",0.816293134218211,"Cross-Domain",35.2845745438906,8,22
"How much did your tinnitus interfere with your ability to think clearly?","Cognitive","(23) How anxious or worried has your tinnitus made you feel?","Emotional",0.863799988831227,"Cross-Domain",30.2540391433346,8,23
"How much did your tinnitus interfere with your ability to think clearly?","Cognitive","(24) How bothered or upset have you been because of your tinnitus?","Emotional",0.85052636309662,"Cross-Domain",31.7310342387164,8,24
"How much did your tinnitus interfere with your ability to think clearly?","Cognitive","(25) How depressed were you because of your tinnitus?","Emotional",0.872069590956446,"Cross-Domain",29.299962707878,8,25
"How much did your tinnitus interfere with your ability to focus attention on other things besides your tinnitus?","Cognitive","(10) How often did your tinnitus make it difficult to fall asleep or stay asleep?","Sleep",0.872096935180187,"Cross-Domain",29.2967611455174,9,10
"How much did your tinnitus interfere with your ability to focus attention on other things besides your tinnitus?","Cognitive","(11) How often did your tinnitus cause you difficulty in getting as much sleep as you needed?","Sleep",0.860712836430403,"Cross-Domain",30.6032854214543,9,11
"How much did your tinnitus interfere with your ability to focus attention on other things besides your tinnitus?","Cognitive","(12) How much of the time did your tinnitus keep you from sleeping as deeply or as peacefully as you would have liked?","Sleep",0.836272764179338,"Cross-Domain",33.2513993822075,9,12
"How much did your tinnitus interfere with your ability to focus attention on other things besides your tinnitus?","Cognitive","(13) How much has your tinnitus interfered with your ability to hear clearly?","Auditory",0.894993021543211,"Cross-Domain",26.4924665469106,9,13
"How much did your tinnitus interfere with your ability to focus attention on other things besides your tinnitus?","Cognitive","(14) How much has your tinnitus interfered with your ability to understand people who are talking?","Auditory",0.907274639714317,"Cross-Domain",24.8685972801097,9,14
"How much did your tinnitus interfere with your ability to focus attention on other things besides your tinnitus?","Cognitive","(15) How much has your tinnitus interfered with your ability to follow conversations in a group or at meetings?","Auditory",0.90464876926372,"Cross-Domain",25.2239803457791,9,15
"How much did your tinnitus interfere with your ability to focus attention on other things besides your tinnitus?","Cognitive","(16) How much has your tinnitus interfered with your quiet resting activities?","Relaxation",0.866803925412058,"Cross-Domain",29.9106673342133,9,16
"How much did your tinnitus interfere with your ability to focus attention on other things besides your tinnitus?","Cognitive","(17) How much has your tinnitus interfered with your ability to relax?","Relaxation",0.897091586296564,"Cross-Domain",26.2216357688245,9,17
"How much did your tinnitus interfere with your ability to focus attention on other things besides your tinnitus?","Cognitive","(18) How much has your tinnitus interfered with your ability to enjoy peace and quiet?","Relaxation",0.884740574400837,"Cross-Domain",27.7803868107883,9,18
"How much did your tinnitus interfere with your ability to focus attention on other things besides your tinnitus?","Cognitive","(19) How much has your tinnitus interfered with your enjoyment of social activities?","Quality of Life",0.878960111411728,"Cross-Domain",28.4828244013447,9,19
"How much did your tinnitus interfere with your ability to focus attention on other things besides your tinnitus?","Cognitive","(20) How much has your tinnitus interfered with your enjoyment of life?","Quality of Life",0.869252454451163,"Cross-Domain",29.6281142403076,9,20
"How much did your tinnitus interfere with your ability to focus attention on other things besides your tinnitus?","Cognitive","(21) How much has your tinnitus interfered with your relationships with family, friends, and other people?","Quality of Life",0.87463992813416,"Cross-Domain",28.997610152106,9,21
"How much did your tinnitus interfere with your ability to focus attention on other things besides your tinnitus?","Cognitive","(22) How often did your tinnitus cause you difficulty performing your work or other tasks, such as home maintenance, schoolwork, or caring for children or others?","Quality of Life",0.825235725501685,"Cross-Domain",34.3876024426865,9,22
"How much did your tinnitus interfere with your ability to focus attention on other things besides your tinnitus?","Cognitive","(23) How anxious or worried has your tinnitus made you feel?","Emotional",0.834672028741149,"Cross-Domain",33.4182969837909,9,23
"How much did your tinnitus interfere with your ability to focus attention on other things besides your tinnitus?","Cognitive","(24) How bothered or upset have you been because of your tinnitus?","Emotional",0.815087195732331,"Cross-Domain",35.4040154830654,9,24
"How much did your tinnitus interfere with your ability to focus attention on other things besides your tinnitus?","Cognitive","(25) How depressed were you because of your tinnitus?","Emotional",0.831978858332606,"Cross-Domain",33.6974455409702,9,25
"How often did your tinnitus make it difficult to fall asleep or stay asleep?","Sleep","(11) How often did your tinnitus cause you difficulty in getting as much sleep as you needed?","Sleep",0.924532377175118,"Within-Domain",22.4020532223179,10,11
"How often did your tinnitus make it difficult to fall asleep or stay asleep?","Sleep","(12) How much of the time did your tinnitus keep you from sleeping as deeply or as peacefully as you would have liked?","Sleep",0.894762014248194,"Within-Domain",26.5221223722773,10,12
"How often did your tinnitus make it difficult to fall asleep or stay asleep?","Sleep","(13) How much has your tinnitus interfered with your ability to hear clearly?","Auditory",0.843116534787445,"Cross-Domain",32.5293038033765,10,13
"How often did your tinnitus make it difficult to fall asleep or stay asleep?","Sleep","(14) How much has your tinnitus interfered with your ability to understand people who are talking?","Auditory",0.846932232048411,"Cross-Domain",32.1204466258188,10,14
"How often did your tinnitus make it difficult to fall asleep or stay asleep?","Sleep","(15) How much has your tinnitus interfered with your ability to follow conversations in a group or at meetings?","Auditory",0.860119406815251,"Cross-Domain",30.6700074751147,10,15
"How often did your tinnitus make it difficult to fall asleep or stay asleep?","Sleep","(16) How much has your tinnitus interfered with your quiet resting activities?","Relaxation",0.849689765066581,"Cross-Domain",31.8220574577603,10,16
"How often did your tinnitus make it difficult to fall asleep or stay asleep?","Sleep","(17) How much has your tinnitus interfered with your ability to relax?","Relaxation",0.854656391428751,"Cross-Domain",31.2782049003985,10,17
"How often did your tinnitus make it difficult to fall asleep or stay asleep?","Sleep","(18) How much has your tinnitus interfered with your ability to enjoy peace and quiet?","Relaxation",0.849621909636856,"Cross-Domain",31.8294300207413,10,18
"How often did your tinnitus make it difficult to fall asleep or stay asleep?","Sleep","(19) How much has your tinnitus interfered with your enjoyment of social activities?","Quality of Life",0.829388596597935,"Cross-Domain",33.9640167734216,10,19
"How often did your tinnitus make it difficult to fall asleep or stay asleep?","Sleep","(20) How much has your tinnitus interfered with your enjoyment of life?","Quality of Life",0.820656769668062,"Cross-Domain",34.8494069457914,10,20
"How often did your tinnitus make it difficult to fall asleep or stay asleep?","Sleep","(21) How much has your tinnitus interfered with your relationships with family, friends, and other people?","Quality of Life",0.814699331264151,"Cross-Domain",35.4423567119448,10,21
"How often did your tinnitus make it difficult to fall asleep or stay asleep?","Sleep","(22) How often did your tinnitus cause you difficulty performing your work or other tasks, such as home maintenance, schoolwork, or caring for children or others?","Quality of Life",0.846589139475779,"Cross-Domain",32.1573991069033,10,22
"How often did your tinnitus make it difficult to fall asleep or stay asleep?","Sleep","(23) How anxious or worried has your tinnitus made you feel?","Emotional",0.84653332614168,"Cross-Domain",32.1634068477943,10,23
"How often did your tinnitus make it difficult to fall asleep or stay asleep?","Sleep","(24) How bothered or upset have you been because of your tinnitus?","Emotional",0.824316991104754,"Cross-Domain",34.4806943198225,10,24
"How often did your tinnitus make it difficult to fall asleep or stay asleep?","Sleep","(25) How depressed were you because of your tinnitus?","Emotional",0.844096261621787,"Cross-Domain",32.424763309397,10,25
"How often did your tinnitus cause you difficulty in getting as much sleep as you needed?","Sleep","(12) How much of the time did your tinnitus keep you from sleeping as deeply or as peacefully as you would have liked?","Sleep",0.911690130528365,"Within-Domain",24.2600300089308,11,12
"How often did your tinnitus cause you difficulty in getting as much sleep as you needed?","Sleep","(13) How much has your tinnitus interfered with your ability to hear clearly?","Auditory",0.84800923364345,"Cross-Domain",32.004201635001,11,13
"How often did your tinnitus cause you difficulty in getting as much sleep as you needed?","Sleep","(14) How much has your tinnitus interfered with your ability to understand people who are talking?","Auditory",0.83606124683573,"Cross-Domain",33.2734952907324,11,14
"How often did your tinnitus cause you difficulty in getting as much sleep as you needed?","Sleep","(15) How much has your tinnitus interfered with your ability to follow conversations in a group or at meetings?","Auditory",0.843800722650846,"Cross-Domain",32.4563300003189,11,15
"How often did your tinnitus cause you difficulty in getting as much sleep as you needed?","Sleep","(16) How much has your tinnitus interfered with your quiet resting activities?","Relaxation",0.849592497775415,"Cross-Domain",31.832625175314,11,16
"How often did your tinnitus cause you difficulty in getting as much sleep as you needed?","Sleep","(17) How much has your tinnitus interfered with your ability to relax?","Relaxation",0.852009299228212,"Cross-Domain",31.5691109626011,11,17
"How often did your tinnitus cause you difficulty in getting as much sleep as you needed?","Sleep","(18) How much has your tinnitus interfered with your ability to enjoy peace and quiet?","Relaxation",0.848245407800232,"Cross-Domain",31.9786599663721,11,18
"How often did your tinnitus cause you difficulty in getting as much sleep as you needed?","Sleep","(19) How much has your tinnitus interfered with your enjoyment of social activities?","Quality of Life",0.832383571006324,"Cross-Domain",33.6556273720872,11,19
"How often did your tinnitus cause you difficulty in getting as much sleep as you needed?","Sleep","(20) How much has your tinnitus interfered with your enjoyment of life?","Quality of Life",0.822800398934295,"Cross-Domain",34.63388501448,11,20
"How often did your tinnitus cause you difficulty in getting as much sleep as you needed?","Sleep","(21) How much has your tinnitus interfered with your relationships with family, friends, and other people?","Quality of Life",0.795557386470473,"Cross-Domain",37.2920660616071,11,21
"How often did your tinnitus cause you difficulty in getting as much sleep as you needed?","Sleep","(22) How often did your tinnitus cause you difficulty performing your work or other tasks, such as home maintenance, schoolwork, or caring for children or others?","Quality of Life",0.851917641273102,"Cross-Domain",31.5791407596519,11,22
"How often did your tinnitus cause you difficulty in getting as much sleep as you needed?","Sleep","(23) How anxious or worried has your tinnitus made you feel?","Emotional",0.820945400395487,"Cross-Domain",34.8204557644303,11,23
"How often did your tinnitus cause you difficulty in getting as much sleep as you needed?","Sleep","(24) How bothered or upset have you been because of your tinnitus?","Emotional",0.804310469165704,"Cross-Domain",36.4562840148195,11,24
"How often did your tinnitus cause you difficulty in getting as much sleep as you needed?","Sleep","(25) How depressed were you because of your tinnitus?","Emotional",0.824294048215109,"Cross-Domain",34.4830162165735,11,25
"How much of the time did your tinnitus keep you from sleeping as deeply or as peacefully as you would have liked?","Sleep","(13) How much has your tinnitus interfered with your ability to hear clearly?","Auditory",0.822225899142016,"Cross-Domain",34.6917604424516,12,13
"How much of the time did your tinnitus keep you from sleeping as deeply or as peacefully as you would have liked?","Sleep","(14) How much has your tinnitus interfered with your ability to understand people who are talking?","Auditory",0.828151981937422,"Cross-Domain",34.0906327628183,12,14
"How much of the time did your tinnitus keep you from sleeping as deeply or as peacefully as you would have liked?","Sleep","(15) How much has your tinnitus interfered with your ability to follow conversations in a group or at meetings?","Auditory",0.842310408891096,"Cross-Domain",32.6150966692522,12,15
"How much of the time did your tinnitus keep you from sleeping as deeply or as peacefully as you would have liked?","Sleep","(16) How much has your tinnitus interfered with your quiet resting activities?","Relaxation",0.83571352643274,"Cross-Domain",33.309791298966,12,16
"How much of the time did your tinnitus keep you from sleeping as deeply or as peacefully as you would have liked?","Sleep","(17) How much has your tinnitus interfered with your ability to relax?","Relaxation",0.826415590400331,"Cross-Domain",34.2677260239915,12,17
"How much of the time did your tinnitus keep you from sleeping as deeply or as peacefully as you would have liked?","Sleep","(18) How much has your tinnitus interfered with your ability to enjoy peace and quiet?","Relaxation",0.84500699420216,"Cross-Domain",32.3273147435968,12,18
"How much of the time did your tinnitus keep you from sleeping as deeply or as peacefully as you would have liked?","Sleep","(19) How much has your tinnitus interfered with your enjoyment of social activities?","Quality of Life",0.825593738100701,"Cross-Domain",34.3512665006573,12,19
"How much of the time did your tinnitus keep you from sleeping as deeply or as peacefully as you would have liked?","Sleep","(20) How much has your tinnitus interfered with your enjoyment of life?","Quality of Life",0.822860682125953,"Cross-Domain",34.6278071460662,12,20
"How much of the time did your tinnitus keep you from sleeping as deeply or as peacefully as you would have liked?","Sleep","(21) How much has your tinnitus interfered with your relationships with family, friends, and other people?","Quality of Life",0.800304458115979,"Cross-Domain",36.8408141942433,12,21
"How much of the time did your tinnitus keep you from sleeping as deeply or as peacefully as you would have liked?","Sleep","(22) How often did your tinnitus cause you difficulty performing your work or other tasks, such as home maintenance, schoolwork, or caring for children or others?","Quality of Life",0.817879326543775,"Cross-Domain",35.1269338018691,12,22
"How much of the time did your tinnitus keep you from sleeping as deeply or as peacefully as you would have liked?","Sleep","(23) How anxious or worried has your tinnitus made you feel?","Emotional",0.809846767327419,"Cross-Domain",35.9190371279066,12,23
"How much of the time did your tinnitus keep you from sleeping as deeply or as peacefully as you would have liked?","Sleep","(24) How bothered or upset have you been because of your tinnitus?","Emotional",0.805514303705459,"Cross-Domain",36.3400463150995,12,24
"How much of the time did your tinnitus keep you from sleeping as deeply or as peacefully as you would have liked?","Sleep","(25) How depressed were you because of your tinnitus?","Emotional",0.814327005888123,"Cross-Domain",35.4791279893613,12,25
"How much has your tinnitus interfered with your ability to hear clearly?","Auditory","(14) How much has your tinnitus interfered with your ability to understand people who are talking?","Auditory",0.958724344586989,"Within-Domain",16.5192326425759,13,14
"How much has your tinnitus interfered with your ability to hear clearly?","Auditory","(15) How much has your tinnitus interfered with your ability to follow conversations in a group or at meetings?","Auditory",0.919312507177399,"Within-Domain",23.1742187728409,13,15
"How much has your tinnitus interfered with your ability to hear clearly?","Auditory","(16) How much has your tinnitus interfered with your quiet resting activities?","Relaxation",0.914594828432684,"Cross-Domain",23.8517473031931,13,16
"How much has your tinnitus interfered with your ability to hear clearly?","Auditory","(17) How much has your tinnitus interfered with your ability to relax?","Relaxation",0.950562811157458,"Cross-Domain",18.0913154532789,13,17
"How much has your tinnitus interfered with your ability to hear clearly?","Auditory","(18) How much has your tinnitus interfered with your ability to enjoy peace and quiet?","Relaxation",0.930702464632519,"Cross-Domain",21.4554175696004,13,18
"How much has your tinnitus interfered with your ability to hear clearly?","Auditory","(19) How much has your tinnitus interfered with your enjoyment of social activities?","Quality of Life",0.911463105921222,"Cross-Domain",24.2916685345601,13,19
"How much has your tinnitus interfered with your ability to hear clearly?","Auditory","(20) How much has your tinnitus interfered with your enjoyment of life?","Quality of Life",0.91392894968466,"Cross-Domain",23.945921288762,13,20
"How much has your tinnitus interfered with your ability to hear clearly?","Auditory","(21) How much has your tinnitus interfered with your relationships with family, friends, and other people?","Quality of Life",0.878045090302434,"Cross-Domain",28.5925644363753,13,21
"How much has your tinnitus interfered with your ability to hear clearly?","Auditory","(22) How often did your tinnitus cause you difficulty performing your work or other tasks, such as home maintenance, schoolwork, or caring for children or others?","Quality of Life",0.763226678542413,"Cross-Domain",40.2505135420921,13,22
"How much has your tinnitus interfered with your ability to hear clearly?","Auditory","(23) How anxious or worried has your tinnitus made you feel?","Emotional",0.872551004584563,"Cross-Domain",29.243550337616,13,23
"How much has your tinnitus interfered with your ability to hear clearly?","Auditory","(24) How bothered or upset have you been because of your tinnitus?","Emotional",0.855749381029077,"Cross-Domain",31.1573779702071,13,24
"How much has your tinnitus interfered with your ability to hear clearly?","Auditory","(25) How depressed were you because of your tinnitus?","Emotional",0.827390570878436,"Cross-Domain",34.1683877668432,13,25
"How much has your tinnitus interfered with your ability to understand people who are talking?","Auditory","(15) How much has your tinnitus interfered with your ability to follow conversations in a group or at meetings?","Auditory",0.9486931711719,"Within-Domain",18.4331598760239,14,15
"How much has your tinnitus interfered with your ability to understand people who are talking?","Auditory","(16) How much has your tinnitus interfered with your quiet resting activities?","Relaxation",0.911165097891976,"Cross-Domain",24.3331407685776,14,16
"How much has your tinnitus interfered with your ability to understand people who are talking?","Auditory","(17) How much has your tinnitus interfered with your ability to relax?","Relaxation",0.932384198769989,"Cross-Domain",21.1904285531669,14,17
"How much has your tinnitus interfered with your ability to understand people who are talking?","Auditory","(18) How much has your tinnitus interfered with your ability to enjoy peace and quiet?","Relaxation",0.92665446344944,"Cross-Domain",22.0808288615516,14,18
"How much has your tinnitus interfered with your ability to understand people who are talking?","Auditory","(19) How much has your tinnitus interfered with your enjoyment of social activities?","Quality of Life",0.91818006435238,"Cross-Domain",23.3385465937284,14,19
"How much has your tinnitus interfered with your ability to understand people who are talking?","Auditory","(20) How much has your tinnitus interfered with your enjoyment of life?","Quality of Life",0.910730151414367,"Cross-Domain",24.3935511557005,14,20
"How much has your tinnitus interfered with your ability to understand people who are talking?","Auditory","(21) How much has your tinnitus interfered with your relationships with family, friends, and other people?","Quality of Life",0.90573959895337,"Cross-Domain",25.0769204647692,14,21
"How much has your tinnitus interfered with your ability to understand people who are talking?","Auditory","(22) How often did your tinnitus cause you difficulty performing your work or other tasks, such as home maintenance, schoolwork, or caring for children or others?","Quality of Life",0.791528646670079,"Cross-Domain",37.6714037592562,14,22
"How much has your tinnitus interfered with your ability to understand people who are talking?","Auditory","(23) How anxious or worried has your tinnitus made you feel?","Emotional",0.879067504212205,"Cross-Domain",28.4699191959691,14,23
"How much has your tinnitus interfered with your ability to understand people who are talking?","Auditory","(24) How bothered or upset have you been because of your tinnitus?","Emotional",0.861763700013807,"Cross-Domain",30.4848084684676,14,24
"How much has your tinnitus interfered with your ability to understand people who are talking?","Auditory","(25) How depressed were you because of your tinnitus?","Emotional",0.825583052267573,"Cross-Domain",34.3523515310367,14,25
"How much has your tinnitus interfered with your ability to follow conversations in a group or at meetings?","Auditory","(16) How much has your tinnitus interfered with your quiet resting activities?","Relaxation",0.911878189187099,"Cross-Domain",24.2337924570772,15,16
"How much has your tinnitus interfered with your ability to follow conversations in a group or at meetings?","Auditory","(17) How much has your tinnitus interfered with your ability to relax?","Relaxation",0.913032922828356,"Cross-Domain",24.0720973884535,15,17
"How much has your tinnitus interfered with your ability to follow conversations in a group or at meetings?","Auditory","(18) How much has your tinnitus interfered with your ability to enjoy peace and quiet?","Relaxation",0.919252842839916,"Cross-Domain",23.1829040685658,15,18
"How much has your tinnitus interfered with your ability to follow conversations in a group or at meetings?","Auditory","(19) How much has your tinnitus interfered with your enjoyment of social activities?","Quality of Life",0.927252320381009,"Cross-Domain",21.9895258386877,15,19
"How much has your tinnitus interfered with your ability to follow conversations in a group or at meetings?","Auditory","(20) How much has your tinnitus interfered with your enjoyment of life?","Quality of Life",0.891580244414303,"Cross-Domain",26.9275037205987,15,20
"How much has your tinnitus interfered with your ability to follow conversations in a group or at meetings?","Auditory","(21) How much has your tinnitus interfered with your relationships with family, friends, and other people?","Quality of Life",0.918328619532269,"Cross-Domain",23.3170522082342,15,21
"How much has your tinnitus interfered with your ability to follow conversations in a group or at meetings?","Auditory","(22) How often did your tinnitus cause you difficulty performing your work or other tasks, such as home maintenance, schoolwork, or caring for children or others?","Quality of Life",0.832569084261511,"Cross-Domain",33.6364433213095,15,22
"How much has your tinnitus interfered with your ability to follow conversations in a group or at meetings?","Auditory","(23) How anxious or worried has your tinnitus made you feel?","Emotional",0.870772361343622,"Cross-Domain",29.4514827221199,15,23
"How much has your tinnitus interfered with your ability to follow conversations in a group or at meetings?","Auditory","(24) How bothered or upset have you been because of your tinnitus?","Emotional",0.859600222465631,"Cross-Domain",30.7282745147745,15,24
"How much has your tinnitus interfered with your ability to follow conversations in a group or at meetings?","Auditory","(25) How depressed were you because of your tinnitus?","Emotional",0.820297034707027,"Cross-Domain",34.8854608729905,15,25
"How much has your tinnitus interfered with your quiet resting activities?","Relaxation","(17) How much has your tinnitus interfered with your ability to relax?","Relaxation",0.943583752847509,"Within-Domain",19.3376168710175,16,17
"How much has your tinnitus interfered with your quiet resting activities?","Relaxation","(18) How much has your tinnitus interfered with your ability to enjoy peace and quiet?","Relaxation",0.955086459020708,"Within-Domain",17.2371438557461,16,18
"How much has your tinnitus interfered with your quiet resting activities?","Relaxation","(19) How much has your tinnitus interfered with your enjoyment of social activities?","Quality of Life",0.959050808569972,"Cross-Domain",16.4533201922957,16,19
"How much has your tinnitus interfered with your quiet resting activities?","Relaxation","(20) How much has your tinnitus interfered with your enjoyment of life?","Quality of Life",0.949119233105655,"Cross-Domain",18.3557998276127,16,20
"How much has your tinnitus interfered with your quiet resting activities?","Relaxation","(21) How much has your tinnitus interfered with your relationships with family, friends, and other people?","Quality of Life",0.890478638520968,"Cross-Domain",27.0665458747798,16,21
"How much has your tinnitus interfered with your quiet resting activities?","Relaxation","(22) How often did your tinnitus cause you difficulty performing your work or other tasks, such as home maintenance, schoolwork, or caring for children or others?","Quality of Life",0.782249579946853,"Cross-Domain",38.5329912098984,16,22
"How much has your tinnitus interfered with your quiet resting activities?","Relaxation","(23) How anxious or worried has your tinnitus made you feel?","Emotional",0.893089197393677,"Cross-Domain",26.7359616850355,16,23
"How much has your tinnitus interfered with your quiet resting activities?","Relaxation","(24) How bothered or upset have you been because of your tinnitus?","Emotional",0.895209366834682,"Cross-Domain",26.4646650192105,16,24
"How much has your tinnitus interfered with your quiet resting activities?","Relaxation","(25) How depressed were you because of your tinnitus?","Emotional",0.855737883016165,"Cross-Domain",31.1586512356089,16,25
"How much has your tinnitus interfered with your ability to relax?","Relaxation","(18) How much has your tinnitus interfered with your ability to enjoy peace and quiet?","Relaxation",0.947202636733607,"Within-Domain",18.7013654541901,17,18
"How much has your tinnitus interfered with your ability to relax?","Relaxation","(19) How much has your tinnitus interfered with your enjoyment of social activities?","Quality of Life",0.924166022482196,"Cross-Domain",22.4570675737211,17,19
"How much has your tinnitus interfered with your ability to relax?","Relaxation","(20) How much has your tinnitus interfered with your enjoyment of life?","Quality of Life",0.930197843006612,"Cross-Domain",21.5343238926509,17,20
"How much has your tinnitus interfered with your ability to relax?","Relaxation","(21) How much has your tinnitus interfered with your relationships with family, friends, and other people?","Quality of Life",0.887243038443572,"Cross-Domain",27.4711730273035,17,21
"How much has your tinnitus interfered with your ability to relax?","Relaxation","(22) How often did your tinnitus cause you difficulty performing your work or other tasks, such as home maintenance, schoolwork, or caring for children or others?","Quality of Life",0.759110423116352,"Cross-Domain",40.6141626043935,17,22
"How much has your tinnitus interfered with your ability to relax?","Relaxation","(23) How anxious or worried has your tinnitus made you feel?","Emotional",0.884934922429511,"Cross-Domain",27.7564861036563,17,23
"How much has your tinnitus interfered with your ability to relax?","Relaxation","(24) How bothered or upset have you been because of your tinnitus?","Emotional",0.872746848185906,"Cross-Domain",29.2205728488909,17,24
"How much has your tinnitus interfered with your ability to relax?","Relaxation","(25) How depressed were you because of your tinnitus?","Emotional",0.843089898029817,"Cross-Domain",32.5321418671031,17,25
"How much has your tinnitus interfered with your ability to enjoy peace and quiet?","Relaxation","(19) How much has your tinnitus interfered with your enjoyment of social activities?","Quality of Life",0.949170476028773,"Cross-Domain",18.3464744369695,18,19
"How much has your tinnitus interfered with your ability to enjoy peace and quiet?","Relaxation","(20) How much has your tinnitus interfered with your enjoyment of life?","Quality of Life",0.959027509247963,"Cross-Domain",16.4580327852418,18,20
"How much has your tinnitus interfered with your ability to enjoy peace and quiet?","Relaxation","(21) How much has your tinnitus interfered with your relationships with family, friends, and other people?","Quality of Life",0.910122861119011,"Cross-Domain",24.4776644523695,18,21
"How much has your tinnitus interfered with your ability to enjoy peace and quiet?","Relaxation","(22) How often did your tinnitus cause you difficulty performing your work or other tasks, such as home maintenance, schoolwork, or caring for children or others?","Quality of Life",0.791940196595825,"Cross-Domain",37.632802662636,18,22
"How much has your tinnitus interfered with your ability to enjoy peace and quiet?","Relaxation","(23) How anxious or worried has your tinnitus made you feel?","Emotional",0.881335428652398,"Cross-Domain",28.1961226618151,18,23
"How much has your tinnitus interfered with your ability to enjoy peace and quiet?","Relaxation","(24) How bothered or upset have you been because of your tinnitus?","Emotional",0.8846573559598,"Cross-Domain",27.7906151380795,18,24
"How much has your tinnitus interfered with your ability to enjoy peace and quiet?","Relaxation","(25) How depressed were you because of your tinnitus?","Emotional",0.847402771222548,"Cross-Domain",32.0697057984036,18,25
"How much has your tinnitus interfered with your enjoyment of social activities?","Quality of Life","(20) How much has your tinnitus interfered with your enjoyment of life?","Quality of Life",0.963965869938431,"Within-Domain",15.4279233212301,19,20
"How much has your tinnitus interfered with your enjoyment of social activities?","Quality of Life","(21) How much has your tinnitus interfered with your relationships with family, friends, and other people?","Quality of Life",0.916131309104699,"Within-Domain",23.6330977597315,19,21
"How much has your tinnitus interfered with your enjoyment of social activities?","Quality of Life","(22) How often did your tinnitus cause you difficulty performing your work or other tasks, such as home maintenance, schoolwork, or caring for children or others?","Quality of Life",0.808541328384442,"Within-Domain",36.0463408963864,19,22
"How much has your tinnitus interfered with your enjoyment of social activities?","Quality of Life","(23) How anxious or worried has your tinnitus made you feel?","Emotional",0.882392016532785,"Cross-Domain",28.0677290028107,19,23
"How much has your tinnitus interfered with your enjoyment of social activities?","Quality of Life","(24) How bothered or upset have you been because of your tinnitus?","Emotional",0.891669105109533,"Cross-Domain",26.9162589744443,19,24
"How much has your tinnitus interfered with your enjoyment of social activities?","Quality of Life","(25) How depressed were you because of your tinnitus?","Emotional",0.862617082376459,"Cross-Domain",30.3882889820898,19,25
"How much has your tinnitus interfered with your enjoyment of life?","Quality of Life","(21) How much has your tinnitus interfered with your relationships with family, friends, and other people?","Quality of Life",0.902130647445815,"Within-Domain",25.5604398076096,20,21
"How much has your tinnitus interfered with your enjoyment of life?","Quality of Life","(22) How often did your tinnitus cause you difficulty performing your work or other tasks, such as home maintenance, schoolwork, or caring for children or others?","Quality of Life",0.770266513006637,"Within-Domain",39.6221724776442,20,22
"How much has your tinnitus interfered with your enjoyment of life?","Quality of Life","(23) How anxious or worried has your tinnitus made you feel?","Emotional",0.881922662542925,"Cross-Domain",28.1248300563754,20,23
"How much has your tinnitus interfered with your enjoyment of life?","Quality of Life","(24) How bothered or upset have you been because of your tinnitus?","Emotional",0.885596880339126,"Cross-Domain",27.6749366824398,20,24
"How much has your tinnitus interfered with your enjoyment of life?","Quality of Life","(25) How depressed were you because of your tinnitus?","Emotional",0.856423125830795,"Cross-Domain",31.0826869955293,20,25
"How much has your tinnitus interfered with your relationships with family, friends, and other people?","Quality of Life","(22) How often did your tinnitus cause you difficulty performing your work or other tasks, such as home maintenance, schoolwork, or caring for children or others?","Quality of Life",0.831803347720907,"Within-Domain",33.7155664863063,21,22
