"QuestionID","Item","IntendedDomain","Predicted_Domain","Confidence","Intended_Domain_Definition","Predicted_Domain_Definition"
14,"How much has your tinnitus interfered with your ability to understand people who are talking?","Auditory","Evaluates problems hearing clearly due to tinnitus.",0.978164792060852,"Auditory: Evaluates problems hearing clearly due to tinnitus.","Auditory: Evaluates problems hearing clearly due to tinnitus."
14,"How much has your tinnitus interfered with your ability to understand people who are talking?","Auditory","Measures how much the tinnitus intrudes on consciousness and daily life.",0.957271754741669,"Auditory: Evaluates problems hearing clearly due to tinnitus.","Intrusive: Measures how much the tinnitus intrudes on consciousness and daily life."
14,"How much has your tinnitus interfered with your ability to understand people who are talking?","Auditory","Captures difficulties in concentration and cognitive tasks due to tinnitus.",0.710355818271637,"Auditory: Evaluates problems hearing clearly due to tinnitus.","Cognitive: Captures difficulties in concentration and cognitive tasks due to tinnitus."
14,"How much has your tinnitus interfered with your ability to understand people who are talking?","Auditory","Measures the effect of tinnitus on overall enjoyment and engagement in life activities.",0.159209236502647,"Auditory: Evaluates problems hearing clearly due to tinnitus.","Quality of Life: Measures the effect of tinnitus on overall enjoyment and engagement in life activities."
14,"How much has your tinnitus interfered with your ability to understand people who are talking?","Auditory","Determines how much control the patient feels they have over their tinnitus.",0.0550624988973141,"Auditory: Evaluates problems hearing clearly due to tinnitus.","Sense of Control: Determines how much control the patient feels they have over their tinnitus."
14,"How much has your tinnitus interfered with your ability to understand people who are talking?","Auditory","Examines the impact of tinnitus on relaxation and quiet activities.",0.00455745263025165,"Auditory: Evaluates problems hearing clearly due to tinnitus.","Relaxation: Examines the impact of tinnitus on relaxation and quiet activities."
14,"How much has your tinnitus interfered with your ability to understand people who are talking?","Auditory","Evaluates the emotional distress caused by tinnitus (e.g., anxiety, frustration, depression).",0.002765994053334,"Auditory: Evaluates problems hearing clearly due to tinnitus.","Emotional: Evaluates the emotional distress caused by tinnitus (e.g., anxiety, frustration, depression)."
14,"How much has your tinnitus interfered with your ability to understand people who are talking?","Auditory","Assesses the extent to which tinnitus interferes with sleep.",0.0012151071568951,"Auditory: Evaluates problems hearing clearly due to tinnitus.","Sleep: Assesses the extent to which tinnitus interferes with sleep."
15,"How much has your tinnitus interfered with your ability to follow conversations in a group or at meetings?","Auditory","Captures difficulties in concentration and cognitive tasks due to tinnitus.",0.981579840183258,"Auditory: Evaluates problems hearing clearly due to tinnitus.","Cognitive: Captures difficulties in concentration and cognitive tasks due to tinnitus."
15,"How much has your tinnitus interfered with your ability to follow conversations in a group or at meetings?","Auditory","Measures how much the tinnitus intrudes on consciousness and daily life.",0.980235993862152,"Auditory: Evaluates problems hearing clearly due to tinnitus.","Intrusive: Measures how much the tinnitus intrudes on consciousness and daily life."
15,"How much has your tinnitus interfered with your ability to follow conversations in a group or at meetings?","Auditory","Evaluates problems hearing clearly due to tinnitus.",0.974783182144165,"Auditory: Evaluates problems hearing clearly due to tinnitus.","Auditory: Evaluates problems hearing clearly due to tinnitus."
15,"How much has your tinnitus interfered with your ability to follow conversations in a group or at meetings?","Auditory","Measures the effect of tinnitus on overall enjoyment and engagement in life activities.",0.8779017329216,"Auditory: Evaluates problems hearing clearly due to tinnitus.","Quality of Life: Measures the effect of tinnitus on overall enjoyment and engagement in life activities."
15,"How much has your tinnitus interfered with your ability to follow conversations in a group or at meetings?","Auditory","Determines how much control the patient feels they have over their tinnitus.",0.129828661680222,"Auditory: Evaluates problems hearing clearly due to tinnitus.","Sense of Control: Determines how much control the patient feels they have over their tinnitus."
15,"How much has your tinnitus interfered with your ability to follow conversations in a group or at meetings?","Auditory","Examines the impact of tinnitus on relaxation and quiet activities.",0.00416304729878902,"Auditory: Evaluates problems hearing clearly due to tinnitus.","Relaxation: Examines the impact of tinnitus on relaxation and quiet activities."
15,"How much has your tinnitus interfered with your ability to follow conversations in a group or at meetings?","Auditory","Evaluates the emotional distress caused by tinnitus (e.g., anxiety, frustration, depression).",0.00200981087982655,"Auditory: Evaluates problems hearing clearly due to tinnitus.","Emotional: Evaluates the emotional distress caused by tinnitus (e.g., anxiety, frustration, depression)."
15,"How much has your tinnitus interfered with your ability to follow conversations in a group or at meetings?","Auditory","Assesses the extent to which tinnitus interferes with sleep.",0.000754783570300788,"Auditory: Evaluates problems hearing clearly due to tinnitus.","Sleep: Assesses the extent to which tinnitus interferes with sleep."
16,"How much has your tinnitus interfered with your quiet resting activities?","Relaxation","Assesses the extent to which tinnitus interferes with sleep.",0.983707964420319,"Relaxation: Examines the impact of tinnitus on relaxation and quiet activities.","Sleep: Assesses the extent to which tinnitus interferes with sleep."
16,"How much has your tinnitus interfered with your quiet resting activities?","Relaxation","Examines the impact of tinnitus on relaxation and quiet activities.",0.976534962654114,"Relaxation: Examines the impact of tinnitus on relaxation and quiet activities.","Relaxation: Examines the impact of tinnitus on relaxation and quiet activities."
16,"How much has your tinnitus interfered with your quiet resting activities?","Relaxation","Evaluates problems hearing clearly due to tinnitus.",0.883930385112762,"Relaxation: Examines the impact of tinnitus on relaxation and quiet activities.","Auditory: Evaluates problems hearing clearly due to tinnitus."
16,"How much has your tinnitus interfered with your quiet resting activities?","Relaxation","Measures how much the tinnitus intrudes on consciousness and daily life.",0.824986398220062,"Relaxation: Examines the impact of tinnitus on relaxation and quiet activities.","Intrusive: Measures how much the tinnitus intrudes on consciousness and daily life."
16,"How much has your tinnitus interfered with your quiet resting activities?","Relaxation","Captures difficulties in concentration and cognitive tasks due to tinnitus.",0.526319980621338,"Relaxation: Examines the impact of tinnitus on relaxation and quiet activities.","Cognitive: Captures difficulties in concentration and cognitive tasks due to tinnitus."
16,"How much has your tinnitus interfered with your quiet resting activities?","Relaxation","Determines how much control the patient feels they have over their tinnitus.",0.443623512983322,"Relaxation: Examines the impact of tinnitus on relaxation and quiet activities.","Sense of Control: Determines how much control the patient feels they have over their tinnitus."
16,"How much has your tinnitus interfered with your quiet resting activities?","Relaxation","Measures the effect of tinnitus on overall enjoyment and engagement in life activities.",0.421256601810455,"Relaxation: Examines the impact of tinnitus on relaxation and quiet activities.","Quality of Life: Measures the effect of tinnitus on overall enjoyment and engagement in life activities."
16,"How much has your tinnitus interfered with your quiet resting activities?","Relaxation","Evaluates the emotional distress caused by tinnitus (e.g., anxiety, frustration, depression).",0.00382569641806185,"Relaxation: Examines the impact of tinnitus on relaxation and quiet activities.","Emotional: Evaluates the emotional distress caused by tinnitus (e.g., anxiety, frustration, depression)."
17,"How much has your tinnitus interfered with your ability to relax?","Relaxation","Assesses the extent to which tinnitus interferes with sleep.",0.977281928062439,"Relaxation: Examines the impact of tinnitus on relaxation and quiet activities.","Sleep: Assesses the extent to which tinnitus interferes with sleep."
17,"How much has your tinnitus interfered with your ability to relax?","Relaxation","Measures the effect of tinnitus on overall enjoyment and engagement in life activities.",0.957883179187775,"Relaxation: Examines the impact of tinnitus on relaxation and quiet activities.","Quality of Life: Measures the effect of tinnitus on overall enjoyment and engagement in life activities."
17,"How much has your tinnitus interfered with your ability to relax?","Relaxation","Examines the impact of tinnitus on relaxation and quiet activities.",0.913482308387756,"Relaxation: Examines the impact of tinnitus on relaxation and quiet activities.","Relaxation: Examines the impact of tinnitus on relaxation and quiet activities."
17,"How much has your tinnitus interfered with your ability to relax?","Relaxation","Measures how much the tinnitus intrudes on consciousness and daily life.",0.793824374675751,"Relaxation: Examines the impact of tinnitus on relaxation and quiet activities.","Intrusive: Measures how much the tinnitus intrudes on consciousness and daily life."
17,"How much has your tinnitus interfered with your ability to relax?","Relaxation","Evaluates problems hearing clearly due to tinnitus.",0.779799222946167,"Relaxation: Examines the impact of tinnitus on relaxation and quiet activities.","Auditory: Evaluates problems hearing clearly due to tinnitus."
17,"How much has your tinnitus interfered with your ability to relax?","Relaxation","Captures difficulties in concentration and cognitive tasks due to tinnitus.",0.702059209346771,"Relaxation: Examines the impact of tinnitus on relaxation and quiet activities.","Cognitive: Captures difficulties in concentration and cognitive tasks due to tinnitus."
17,"How much has your tinnitus interfered with your ability to relax?","Relaxation","Determines how much control the patient feels they have over their tinnitus.",0.467870056629181,"Relaxation: Examines the impact of tinnitus on relaxation and quiet activities.","Sense of Control: Determines how much control the patient feels they have over their tinnitus."
17,"How much has your tinnitus interfered with your ability to relax?","Relaxation","Evaluates the emotional distress caused by tinnitus (e.g., anxiety, frustration, depression).",0.0101357931271195,"Relaxation: Examines the impact of tinnitus on relaxation and quiet activities.","Emotional: Evaluates the emotional distress caused by tinnitus (e.g., anxiety, frustration, depression)."
18,"How much has your tinnitus interfered with your ability to enjoy peace and quiet?","Relaxation","Assesses the extent to which tinnitus interferes with sleep.",0.979712426662445,"Relaxation: Examines the impact of tinnitus on relaxation and quiet activities.","Sleep: Assesses the extent to which tinnitus interferes with sleep."
18,"How much has your tinnitus interfered with your ability to enjoy peace and quiet?","Relaxation","Examines the impact of tinnitus on relaxation and quiet activities.",0.978038668632507,"Relaxation: Examines the impact of tinnitus on relaxation and quiet activities.","Relaxation: Examines the impact of tinnitus on relaxation and quiet activities."
18,"How much has your tinnitus interfered with your ability to enjoy peace and quiet?","Relaxation","Evaluates problems hearing clearly due to tinnitus.",0.944353580474854,"Relaxation: Examines the impact of tinnitus on relaxation and quiet activities.","Auditory: Evaluates problems hearing clearly due to tinnitus."
18,"How much has your tinnitus interfered with your ability to enjoy peace and quiet?","Relaxation","Measures how much the tinnitus intrudes on consciousness and daily life.",0.90432196855545,"Relaxation: Examines the impact of tinnitus on relaxation and quiet activities.","Intrusive: Measures how much the tinnitus intrudes on consciousness and daily life."
18,"How much has your tinnitus interfered with your ability to enjoy peace and quiet?","Relaxation","Measures the effect of tinnitus on overall enjoyment and engagement in life activities.",0.888929784297943,"Relaxation: Examines the impact of tinnitus on relaxation and quiet activities.","Quality of Life: Measures the effect of tinnitus on overall enjoyment and engagement in life activities."
18,"How much has your tinnitus interfered with your ability to enjoy peace and quiet?","Relaxation","Captures difficulties in concentration and cognitive tasks due to tinnitus.",0.5450119972229,"Relaxation: Examines the impact of tinnitus on relaxation and quiet activities.","Cognitive: Captures difficulties in concentration and cognitive tasks due to tinnitus."
18,"How much has your tinnitus interfered with your ability to enjoy peace and quiet?","Relaxation","Determines how much control the patient feels they have over their tinnitus.",0.284376889467239,"Relaxation: Examines the impact of tinnitus on relaxation and quiet activities.","Sense of Control: Determines how much control the patient feels they have over their tinnitus."
18,"How much has your tinnitus interfered with your ability to enjoy peace and quiet?","Relaxation","Evaluates the emotional distress caused by tinnitus (e.g., anxiety, frustration, depression).",0.0109454365447164,"Relaxation: Examines the impact of tinnitus on relaxation and quiet activities.","Emotional: Evaluates the emotional distress caused by tinnitus (e.g., anxiety, frustration, depression)."
19,"How much has your tinnitus interfered with your enjoyment of social activities?","Quality of Life","Measures the effect of tinnitus on overall enjoyment and engagement in life activities.",0.993234217166901,"Quality of Life: Measures the effect of tinnitus on overall enjoyment and engagement in life activities.","Quality of Life: Measures the effect of tinnitus on overall enjoyment and engagement in life activities."
19,"How much has your tinnitus interfered with your enjoyment of social activities?","Quality of Life","Evaluates problems hearing clearly due to tinnitus.",0.916188955307007,"Quality of Life: Measures the effect of tinnitus on overall enjoyment and engagement in life activities.","Auditory: Evaluates problems hearing clearly due to tinnitus."
19,"How much has your tinnitus interfered with your enjoyment of social activities?","Quality of Life","Measures how much the tinnitus intrudes on consciousness and daily life.",0.895226716995239,"Quality of Life: Measures the effect of tinnitus on overall enjoyment and engagement in life activities.","Intrusive: Measures how much the tinnitus intrudes on consciousness and daily life."
19,"How much has your tinnitus interfered with your enjoyment of social activities?","Quality of Life","Captures difficulties in concentration and cognitive tasks due to tinnitus.",0.248845368623734,"Quality of Life: Measures the effect of tinnitus on overall enjoyment and engagement in life activities.","Cognitive: Captures difficulties in concentration and cognitive tasks due to tinnitus."
19,"How much has your tinnitus interfered with your enjoyment of social activities?","Quality of Life","Determines how much control the patient feels they have over their tinnitus.",0.208060562610626,"Quality of Life: Measures the effect of tinnitus on overall enjoyment and engagement in life activities.","Sense of Control: Determines how much control the patient feels they have over their tinnitus."
19,"How much has your tinnitus interfered with your enjoyment of social activities?","Quality of Life","Examines the impact of tinnitus on relaxation and quiet activities.",0.0335331074893475,"Quality of Life: Measures the effect of tinnitus on overall enjoyment and engagement in life activities.","Relaxation: Examines the impact of tinnitus on relaxation and quiet activities."
19,"How much has your tinnitus interfered with your enjoyment of social activities?","Quality of Life","Evaluates the emotional distress caused by tinnitus (e.g., anxiety, frustration, depression).",0.00530338753014803,"Quality of Life: Measures the effect of tinnitus on overall enjoyment and engagement in life activities.","Emotional: Evaluates the emotional distress caused by tinnitus (e.g., anxiety, frustration, depression)."
19,"How much has your tinnitus interfered with your enjoyment of social activities?","Quality of Life","Assesses the extent to which tinnitus interferes with sleep.",0.00104849576018751,"Quality of Life: Measures the effect of tinnitus on overall enjoyment and engagement in life activities.","Sleep: Assesses the extent to which tinnitus interferes with sleep."
20,"How much has your tinnitus interfered with your enjoyment of life?","Quality of Life","Measures the effect of tinnitus on overall enjoyment and engagement in life activities.",0.989654183387756,"Quality of Life: Measures the effect of tinnitus on overall enjoyment and engagement in life activities.","Quality of Life: Measures the effect of tinnitus on overall enjoyment and engagement in life activities."
20,"How much has your tinnitus interfered with your enjoyment of life?","Quality of Life","Measures how much the tinnitus intrudes on consciousness and daily life.",0.969711124897003,"Quality of Life: Measures the effect of tinnitus on overall enjoyment and engagement in life activities.","Intrusive: Measures how much the tinnitus intrudes on consciousness and daily life."
20,"How much has your tinnitus interfered with your enjoyment of life?","Quality of Life","Evaluates problems hearing clearly due to tinnitus.",0.848031997680664,"Quality of Life: Measures the effect of tinnitus on overall enjoyment and engagement in life activities.","Auditory: Evaluates problems hearing clearly due to tinnitus."
20,"How much has your tinnitus interfered with your enjoyment of life?","Quality of Life","Examines the impact of tinnitus on relaxation and quiet activities.",0.708912253379822,"Quality of Life: Measures the effect of tinnitus on overall enjoyment and engagement in life activities.","Relaxation: Examines the impact of tinnitus on relaxation and quiet activities."
20,"How much has your tinnitus interfered with your enjoyment of life?","Quality of Life","Captures difficulties in concentration and cognitive tasks due to tinnitus.",0.445314645767212,"Quality of Life: Measures the effect of tinnitus on overall enjoyment and engagement in life activities.","Cognitive: Captures difficulties in concentration and cognitive tasks due to tinnitus."
20,"How much has your tinnitus interfered with your enjoyment of life?","Quality of Life","Determines how much control the patient feels they have over their tinnitus.",0.168357878923416,"Quality of Life: Measures the effect of tinnitus on overall enjoyment and engagement in life activities.","Sense of Control: Determines how much control the patient feels they have over their tinnitus."
20,"How much has your tinnitus interfered with your enjoyment of life?","Quality of Life","Evaluates the emotional distress caused by tinnitus (e.g., anxiety, frustration, depression).",0.084675520658493,"Quality of Life: Measures the effect of tinnitus on overall enjoyment and engagement in life activities.","Emotional: Evaluates the emotional distress caused by tinnitus (e.g., anxiety, frustration, depression)."
20,"How much has your tinnitus interfered with your enjoyment of life?","Quality of Life","Assesses the extent to which tinnitus interferes with sleep.",0.0036407106090337,"Quality of Life: Measures the effect of tinnitus on overall enjoyment and engagement in life activities.","Sleep: Assesses the extent to which tinnitus interferes with sleep."
21,"How much has your tinnitus interfered with your relationships with family, friends, and other people?","Quality of Life","Measures how much the tinnitus intrudes on consciousness and daily life.",0.947340488433838,"Quality of Life: Measures the effect of tinnitus on overall enjoyment and engagement in life activities.","Intrusive: Measures how much the tinnitus intrudes on consciousness and daily life."
21,"How much has your tinnitus interfered with your relationships with family, friends, and other people?","Quality of Life","Measures the effect of tinnitus on overall enjoyment and engagement in life activities.",0.913181722164154,"Quality of Life: Measures the effect of tinnitus on overall enjoyment and engagement in life activities.","Quality of Life: Measures the effect of tinnitus on overall enjoyment and engagement in life activities."
21,"How much has your tinnitus interfered with your relationships with family, friends, and other people?","Quality of Life","Evaluates problems hearing clearly due to tinnitus.",0.803386151790619,"Quality of Life: Measures the effect of tinnitus on overall enjoyment and engagement in life activities.","Auditory: Evaluates problems hearing clearly due to tinnitus."
21,"How much has your tinnitus interfered with your relationships with family, friends, and other people?","Quality of Life","Evaluates the emotional distress caused by tinnitus (e.g., anxiety, frustration, depression).",0.313622117042542,"Quality of Life: Measures the effect of tinnitus on overall enjoyment and engagement in life activities.","Emotional: Evaluates the emotional distress caused by tinnitus (e.g., anxiety, frustration, depression)."
21,"How much has your tinnitus interfered with your relationships with family, friends, and other people?","Quality of Life","Determines how much control the patient feels they have over their tinnitus.",0.0525045357644558,"Quality of Life: Measures the effect of tinnitus on overall enjoyment and engagement in life activities.","Sense of Control: Determines how much control the patient feels they have over their tinnitus."
21,"How much has your tinnitus interfered with your relationships with family, friends, and other people?","Quality of Life","Captures difficulties in concentration and cognitive tasks due to tinnitus.",0.0294150020927191,"Quality of Life: Measures the effect of tinnitus on overall enjoyment and engagement in life activities.","Cognitive: Captures difficulties in concentration and cognitive tasks due to tinnitus."
21,"How much has your tinnitus interfered with your relationships with family, friends, and other people?","Quality of Life","Examines the impact of tinnitus on relaxation and quiet activities.",0.0140455784276128,"Quality of Life: Measures the effect of tinnitus on overall enjoyment and engagement in life activities.","Relaxation: Examines the impact of tinnitus on relaxation and quiet activities."
21,"How much has your tinnitus interfered with your relationships with family, friends, and other people?","Quality of Life","Assesses the extent to which tinnitus interferes with sleep.",0.0011060688411817,"Quality of Life: Measures the effect of tinnitus on overall enjoyment and engagement in life activities.","Sleep: Assesses the extent to which tinnitus interferes with sleep."
22,"How often did your tinnitus cause you difficulty performing your work or other tasks, such as home maintenance, schoolwork, or caring for children or others?","Quality of Life","Measures how much the tinnitus intrudes on consciousness and daily life.",0.99214893579483,"Quality of Life: Measures the effect of tinnitus on overall enjoyment and engagement in life activities.","Intrusive: Measures how much the tinnitus intrudes on consciousness and daily life."
22,"How often did your tinnitus cause you difficulty performing your work or other tasks, such as home maintenance, schoolwork, or caring for children or others?","Quality of Life","Captures difficulties in concentration and cognitive tasks due to tinnitus.",0.908219516277313,"Quality of Life: Measures the effect of tinnitus on overall enjoyment and engagement in life activities.","Cognitive: Captures difficulties in concentration and cognitive tasks due to tinnitus."
22,"How often did your tinnitus cause you difficulty performing your work or other tasks, such as home maintenance, schoolwork, or caring for children or others?","Quality of Life","Evaluates problems hearing clearly due to tinnitus.",0.887399733066559,"Quality of Life: Measures the effect of tinnitus on overall enjoyment and engagement in life activities.","Auditory: Evaluates problems hearing clearly due to tinnitus."
22,"How often did your tinnitus cause you difficulty performing your work or other tasks, such as home maintenance, schoolwork, or caring for children or others?","Quality of Life","Measures the effect of tinnitus on overall enjoyment and engagement in life activities.",0.258074164390564,"Quality of Life: Measures the effect of tinnitus on overall enjoyment and engagement in life activities.","Quality of Life: Measures the effect of tinnitus on overall enjoyment and engagement in life activities."
22,"How often did your tinnitus cause you difficulty performing your work or other tasks, such as home maintenance, schoolwork, or caring for children or others?","Quality of Life","Determines how much control the patient feels they have over their tinnitus.",0.0720354840159416,"Quality of Life: Measures the effect of tinnitus on overall enjoyment and engagement in life activities.","Sense of Control: Determines how much control the patient feels they have over their tinnitus."
22,"How often did your tinnitus cause you difficulty performing your work or other tasks, such as home maintenance, schoolwork, or caring for children or others?","Quality of Life","Evaluates the emotional distress caused by tinnitus (e.g., anxiety, frustration, depression).",0.00808336306363344,"Quality of Life: Measures the effect of tinnitus on overall enjoyment and engagement in life activities.","Emotional: Evaluates the emotional distress caused by tinnitus (e.g., anxiety, frustration, depression)."
22,"How often did your tinnitus cause you difficulty performing your work or other tasks, such as home maintenance, schoolwork, or caring for children or others?","Quality of Life","Examines the impact of tinnitus on relaxation and quiet activities.",0.00560591882094741,"Quality of Life: Measures the effect of tinnitus on overall enjoyment and engagement in life activities.","Relaxation: Examines the impact of tinnitus on relaxation and quiet activities."
22,"How often did your tinnitus cause you difficulty performing your work or other tasks, such as home maintenance, schoolwork, or caring for children or others?","Quality of Life","Assesses the extent to which tinnitus interferes with sleep.",0.00298180594108999,"Quality of Life: Measures the effect of tinnitus on overall enjoyment and engagement in life activities.","Sleep: Assesses the extent to which tinnitus interferes with sleep."
23,"How anxious or worried has your tinnitus made you feel?","Emotional","Measures how much the tinnitus intrudes on consciousness and daily life.",0.888934850692749,"Emotional: Evaluates the emotional distress caused by tinnitus (e.g., anxiety, frustration, depression).","Intrusive: Measures how much the tinnitus intrudes on consciousness and daily life."
23,"How anxious or worried has your tinnitus made you feel?","Emotional","Evaluates the emotional distress caused by tinnitus (e.g., anxiety, frustration, depression).",0.529102444648743,"Emotional: Evaluates the emotional distress caused by tinnitus (e.g., anxiety, frustration, depression).","Emotional: Evaluates the emotional distress caused by tinnitus (e.g., anxiety, frustration, depression)."
23,"How anxious or worried has your tinnitus made you feel?","Emotional","Determines how much control the patient feels they have over their tinnitus.",0.348546832799911,"Emotional: Evaluates the emotional distress caused by tinnitus (e.g., anxiety, frustration, depression).","Sense of Control: Determines how much control the patient feels they have over their tinnitus."
23,"How anxious or worried has your tinnitus made you feel?","Emotional","Evaluates problems hearing clearly due to tinnitus.",0.297651559114456,"Emotional: Evaluates the emotional distress caused by tinnitus (e.g., anxiety, frustration, depression).","Auditory: Evaluates problems hearing clearly due to tinnitus."
23,"How anxious or worried has your tinnitus made you feel?","Emotional","Captures difficulties in concentration and cognitive tasks due to tinnitus.",0.0805340707302094,"Emotional: Evaluates the emotional distress caused by tinnitus (e.g., anxiety, frustration, depression).","Cognitive: Captures difficulties in concentration and cognitive tasks due to tinnitus."
23,"How anxious or worried has your tinnitus made you feel?","Emotional","Examines the impact of tinnitus on relaxation and quiet activities.",0.0605016276240349,"Emotional: Evaluates the emotional distress caused by tinnitus (e.g., anxiety, frustration, depression).","Relaxation: Examines the impact of tinnitus on relaxation and quiet activities."
23,"How anxious or worried has your tinnitus made you feel?","Emotional","Measures the effect of tinnitus on overall enjoyment and engagement in life activities.",0.0214410778135061,"Emotional: Evaluates the emotional distress caused by tinnitus (e.g., anxiety, frustration, depression).","Quality of Life: Measures the effect of tinnitus on overall enjoyment and engagement in life activities."
23,"How anxious or worried has your tinnitus made you feel?","Emotional","Assesses the extent to which tinnitus interferes with sleep.",0.0167663283646107,"Emotional: Evaluates the emotional distress caused by tinnitus (e.g., anxiety, frustration, depression).","Sleep: Assesses the extent to which tinnitus interferes with sleep."
24,"How bothered or upset have you been because of your tinnitus?","Emotional","Measures how much the tinnitus intrudes on consciousness and daily life.",0.929156839847565,"Emotional: Evaluates the emotional distress caused by tinnitus (e.g., anxiety, frustration, depression).","Intrusive: Measures how much the tinnitus intrudes on consciousness and daily life."
24,"How bothered or upset have you been because of your tinnitus?","Emotional","Evaluates problems hearing clearly due to tinnitus.",0.768459796905518,"Emotional: Evaluates the emotional distress caused by tinnitus (e.g., anxiety, frustration, depression).","Auditory: Evaluates problems hearing clearly due to tinnitus."
24,"How bothered or upset have you been because of your tinnitus?","Emotional","Evaluates the emotional distress caused by tinnitus (e.g., anxiety, frustration, depression).",0.745833575725555,"Emotional: Evaluates the emotional distress caused by tinnitus (e.g., anxiety, frustration, depression).","Emotional: Evaluates the emotional distress caused by tinnitus (e.g., anxiety, frustration, depression)."
24,"How bothered or upset have you been because of your tinnitus?","Emotional","Measures the effect of tinnitus on overall enjoyment and engagement in life activities.",0.383409768342972,"Emotional: Evaluates the emotional distress caused by tinnitus (e.g., anxiety, frustration, depression).","Quality of Life: Measures the effect of tinnitus on overall enjoyment and engagement in life activities."
24,"How bothered or upset have you been because of your tinnitus?","Emotional","Determines how much control the patient feels they have over their tinnitus.",0.198598057031631,"Emotional: Evaluates the emotional distress caused by tinnitus (e.g., anxiety, frustration, depression).","Sense of Control: Determines how much control the patient feels they have over their tinnitus."
24,"How bothered or upset have you been because of your tinnitus?","Emotional","Examines the impact of tinnitus on relaxation and quiet activities.",0.191909670829773,"Emotional: Evaluates the emotional distress caused by tinnitus (e.g., anxiety, frustration, depression).","Relaxation: Examines the impact of tinnitus on relaxation and quiet activities."
24,"How bothered or upset have you been because of your tinnitus?","Emotional","Captures difficulties in concentration and cognitive tasks due to tinnitus.",0.0884739309549332,"Emotional: Evaluates the emotional distress caused by tinnitus (e.g., anxiety, frustration, depression).","Cognitive: Captures difficulties in concentration and cognitive tasks due to tinnitus."
24,"How bothered or upset have you been because of your tinnitus?","Emotional","Assesses the extent to which tinnitus interferes with sleep.",0.0465592332184315,"Emotional: Evaluates the emotional distress caused by tinnitus (e.g., anxiety, frustration, depression).","Sleep: Assesses the extent to which tinnitus interferes with sleep."
25,"How depressed were you because of your tinnitus?","Emotional","Evaluates the emotional distress caused by tinnitus (e.g., anxiety, frustration, depression).",0.962756156921387,"Emotional: Evaluates the emotional distress caused by tinnitus (e.g., anxiety, frustration, depression).","Emotional: Evaluates the emotional distress caused by tinnitus (e.g., anxiety, frustration, depression)."
25,"How depressed were you because of your tinnitus?","Emotional","Measures the effect of tinnitus on overall enjoyment and engagement in life activities.",0.956333577632904,"Emotional: Evaluates the emotional distress caused by tinnitus (e.g., anxiety, frustration, depression).","Quality of Life: Measures the effect of tinnitus on overall enjoyment and engagement in life activities."
25,"How depressed were you because of your tinnitus?","Emotional","Measures how much the tinnitus intrudes on consciousness and daily life.",0.954502701759338,"Emotional: Evaluates the emotional distress caused by tinnitus (e.g., anxiety, frustration, depression).","Intrusive: Measures how much the tinnitus intrudes on consciousness and daily life."
25,"How depressed were you because of your tinnitus?","Emotional","Evaluates problems hearing clearly due to tinnitus.",0.678966522216797,"Emotional: Evaluates the emotional distress caused by tinnitus (e.g., anxiety, frustration, depression).","Auditory: Evaluates problems hearing clearly due to tinnitus."
25,"How depressed were you because of your tinnitus?","Emotional","Examines the impact of tinnitus on relaxation and quiet activities.",0.461135566234589,"Emotional: Evaluates the emotional distress caused by tinnitus (e.g., anxiety, frustration, depression).","Relaxation: Examines the impact of tinnitus on relaxation and quiet activities."
25,"How depressed were you because of your tinnitus?","Emotional","Determines how much control the patient feels they have over their tinnitus.",0.417498618364334,"Emotional: Evaluates the emotional distress caused by tinnitus (e.g., anxiety, frustration, depression).","Sense of Control: Determines how much control the patient feels they have over their tinnitus."
25,"How depressed were you because of your tinnitus?","Emotional","Captures difficulties in concentration and cognitive tasks due to tinnitus.",0.298948496580124,"Emotional: Evaluates the emotional distress caused by tinnitus (e.g., anxiety, frustration, depression).","Cognitive: Captures difficulties in concentration and cognitive tasks due to tinnitus."
25,"How depressed were you because of your tinnitus?","Emotional","Assesses the extent to which tinnitus interferes with sleep.",0.128597885370255,"Emotional: Evaluates the emotional distress caused by tinnitus (e.g., anxiety, frustration, depression).","Sleep: Assesses the extent to which tinnitus interferes with sleep."
